debut;fin;pays_origine;ville_origine;pays;ville;lieu;mode_deplacement;acronyme;libelle;faculte
2014-10-25;2014-10-30;;;Canada;Motréal;Université de Montréal;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2014-08-15;2014-09-11;;;Italie;Alba Fucens;ULB;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-10-15;2014-10-18;;;France;Paris;B.N.F.Paris VIII;NULL;L&L;Département de Langues et Lettres;LTC
2014-11-03;2014-11-10;;;Espagne;Leon et Madrid;Universidad de LeonBiblioteca Nacional;NULL;L&L;Département de Langues et Lettres;LTC
2014-10-08;2014-10-11;;;France;Douai;Arkéos - Parc-Musée archéologique;NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2014-10-15;2014-10-17;;;Belgique;Stavelot;Abbaye de Stavelot;NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2014-10-08;2014-10-11;;;FRANCE;Paris;Université Paris 8 Saint-Denis;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2014-10-07;2014-10-07;;;Belgique;Mons;Mons 2015;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-10-28;2014-10-28;;;France; Paris;EHESS: CEIFR;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2014-10-07;2014-10-13;;;Colombie;Cartagena de Indias;Universidad Tecnológica de Bolívar;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-10-13;2014-10-19;;;USA;Dragoon;Amerind Foundation;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-10-16;2014-10-19;;;Russie;Moscou;Lomonosov Moscow State University;NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2014-10-23;2014-10-26;;;Chine;Shanghai;Jiao Tong University;NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2014-11-11;2014-11-15;;;Portugal;Lisbonne;European Communication Research and Education Association (ECREA);NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2014-10-21;2014-10-24;;;Italie;Rome;Istituto Svizzero / Koninklijk Nederlands Instituut Rome / British School at Rome / Ecole française de Rome / Université de Genève;NULL;L&L;Département de Langues et Lettres;LTC
2014-10-18;2014-10-26;;;Argentine;Buenos Aires;Facultad de Ciencias de la Universidad de Buenos Aires;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2014-10-18;2014-10-22;;;Allemagne;München;;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-10-28;2014-11-03;;;Portugal;Lisbonne;Université de Lisbonne;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-10-29;2014-10-31;;;GD Luxembourg;Walferdange;Université du Luxembourg;NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2014-11-16;2014-11-18;;;France;Pessac (Bordeaux);Université de Bordeaux III;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-11-16;2014-11-18;;;France;Pessac (Bordeaux);Université de Bordeaux III;NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2014-10-23;2014-10-26;;;FRANCE;Paris;INALCO/Université Paris 3;NULL;L&L;Département de Langues et Lettres;LTC
2014-10-27;2014-10-31;;;France;Strasbourg, Paris;M. Bernard Canguilhem (Strasbourg)Collège de France (Paris);NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2014-10-22;2014-10-24;;;Luxembourg;Luxembourg;Commission Européenne;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2014-10-21;2014-10-22;;;France;Paris;;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2014-11-19;2014-11-23;;;UK (Ecosse);Edimbourg;National Galleries of Scotland;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-10-25;2014-11-06;;;france;TOurs;Cnetre d'études supérieures de la renaissance;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-11-19;2014-11-21;;;France;Nancy;ATILF-CNRS;NULL;L&L;Département de Langues et Lettres;LTC
2014-12-11;2014-12-17;;;Italie;Rome;Sapienza, Università di Roma;NULL;L&L;Département de Langues et Lettres;LTC
2014-10-27;2014-10-29;;;Italie;Torino;Centro di Studi Piemontesi;NULL;L&L;Département de Langues et Lettres;LTC
2014-12-16;2014-12-20;;;Espagne;Séville;Universidad de Sevilla;NULL;L&L;Département de Langues et Lettres;LTC
2014-11-26;2014-12-10;;;Espagne;Badajoz;Universidad de Extremadura. Facultad de Ciencias de la Documentación y Comunicación.;NULL;L&L;Département de Langues et Lettres;LTC
2014-12-23;2015-01-07;;;Espagne;Puente Viesgo;;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-01-13;2015-01-17;;;Sicile;Palerme;Palerme;NULL;L&L;Département de Langues et Lettres;LTC
2014-11-19;2014-11-20;;;Italie;Milan;Université de Milan, centre d'égyptologie;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-11-07;2014-11-07;;;Dijon;France;Université de Bourgogne, Dijon, UMR ARTeHis;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-11-15;2014-11-15;;;France;Paris;Université Paris 1;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2014-11-27;2014-10-28;;;France;Paris;Université Paris 1;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2014-12-17;2014-12-17;;;Luxembourg;Luxembourg;Université du Luxmbourg;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2014-11-13;2014-11-14;;;France;Aix-en-Provence;Université Aix-Marseille;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2015-05-11;2015-05-11;;;Les Pays-Bas;Utrecht;Universiteit Utrecht;NULL;L&L;Département de Langues et Lettres;LTC
2014-11-27;2014-11-29;;;France;Dijon;Université de Bourgogne;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2014-11-06;2014-11-10;;;USA;New York;Institute of Fine Arts;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-11-14;2014-11-21;;;Maroc;Tangers;European Beat Studies Network (EBSN);NULL;L&L;Département de Langues et Lettres;LTC
2014-12-11;2014-12-13;;;France;Aix en provence;Aix Marseille UniversitéFaculté de Droit et de Science Politique;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2015-01-12;2015-01-18;;;Pologne;Varsovie;Université de Varsovie;NULL;L&L;Département de Langues et Lettres;LTC
2014-11-12;2014-11-14;;;Italie;Rome;Academia Belgica;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2014-11-21;2014-11-29;;;France/Maroc;Paris/Marrakech;FIDH;NULL;L&L;Département de Langues et Lettres;LTC
2014-11-27;2014-11-28;;;France;Paris;EHESS : CEIFR;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2015-04-10;2015-05-13;;;Italie;Padoue;Université de Padoue;NULL;L&L;Département de Langues et Lettres;LTC
2015-04-10;2015-05-13;;;Italie;Padoue;Université de Padoue;NULL;L&L;Département de Langues et Lettres;LTC
2014-12-12;2015-01-02;;;POLOGNE;POZNAN;Université d'Adam Mickiewicz;NULL;L&L;Département de Langues et Lettres;LTC
2014-12-09;2014-12-11;;;France;Lyon;Institut des droits de l’homme de Lyon (Idhl), Université catholique de Lyon (Ucly);NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-11-27;2014-11-29;;;France;Dijon;Université de Bourgogne;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-10-18;2014-10-28;;;Colombie et Pérou;Lima et Bogota;na;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-11-11;2014-11-17;;;Portugal;Lisbonne;ECREA ConferenceInfocore Workshop;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2015-01-11;2015-01-18;;;Pologne;Varsovie;Université de VArsovie;NULL;L&L;Département de Langues et Lettres;LTC
2015-01-11;2015-01-18;;;POLOGNE;Varsovie;Université de Varsovie;NULL;L&L;Département de Langues et Lettres;LTC
2014-11-29;2014-12-02;;;France;Rouen via Caen;Université de Rouen;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-01-07;2015-01-10;;;France;Rouen via Caen;Université de Rouen;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-12-14;2014-12-18;;;Allemagne;Berlin;Staatliche Museen, Gemäldegalerie;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-01-12;2015-01-14;;;l'Autriche;Vienne;Universität Wien;NULL;L&L;Département de Langues et Lettres;LTC
2014-11-12;2014-11-15;;;France;Paris;Université de Saint Quentin en Yvelines;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2014-11-15;2014-11-17;;;Portugal;Lisbonne;Réunion du consortium européenn INFOCORE (Projet FP7);NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2014-12-07;2014-12-14;;;Pologne;Varsovie;Université de Varsovie;NULL;L&L;Département de Langues et Lettres;LTC
2015-01-22;2015-02-01;;;USA;HONOLULU;UNIVERSITY OF HAWAII AT MANOA;NULL;L&L;Département de Langues et Lettres;LTC
2014-12-05;2014-12-05;;;France;Paris;Paris V Descartes;NULL;L&L;Département de Langues et Lettres;LTC
2014-12-07;2014-12-09;;;France;Paris;FIDH;NULL;L&L;Département de Langues et Lettres;LTC
2014-12-12;2014-12-21;;;Chine;Pékin;Communication university of China (CUC);NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2015-01-15;2015-01-19;;;Etats-Unis;Washington DEC;International Communication Association (ICA);NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2015-01-27;2015-01-30;;;France;Strasbourg;Université de StrasbourgFaculté des arts;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-01-27;2015-01-30;;;France;Strasbourg;Université de StrasbourgFaculté des arts;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2014-10-01;2014-10-06;;;États-Unis;Chicago;University of Illinois, Chicago;NULL;L&L;Département de Langues et Lettres;LTC
2015-04-01;2015-04-21;;;France;Montpellier;Université de Montpellier 2CIRCEFT;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-01-26;2015-05-01;;;Etats-Unis;Berkeley;UC Berkeley;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-05-20;2015-05-24;;;Etats-Unis;New Brunswick;Rutgers University;NULL;L&L;Département de Langues et Lettres;LTC
2015-01-22;2015-02-21;;;Arabie Saoudite;Al Ula;Mission archéologique franco-saoudienne de Madain Saleh / CNRS / Ministère français des affaires étrangères et internationales;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-01-07;2015-01-10;;;france;paris;"colloque-forum intitulé « Réinventer l’alliance sciences sociétés""";NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2015-01-21;2015-01-25;;;italie;rome;bibliothèques nationales;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2014-12-14;2014-12-21;;;Brésil;Brasilia;Université de BrasiliaDépartement de communication et Journalisme;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2015-01-10;2015-02-21;;;Egypte;Cairo/Luxor;;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-01-12;2015-02-21;;;Egypte;Le caire / Louxor;;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-01-21;2015-01-26;;;Pays-Bas;Rotterdam;International Film Festival of Rotterdam;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-01-16;2015-01-17;;;France;Nantes;Université de Nantes;NULL;L&L;Département de Langues et Lettres;LTC
2015-02-26;2015-02-28;;;Danemark;Copenhague;National Museum of Denmark;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2015-01-16;2015-02-21;;;Egypte;Louxor;;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-01-07;2015-01-10;;;France;Paris;Paris-Sud;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2015-01-08;2015-01-10;;;France;Rennes;Université de Rennes 1 - CRAPE;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2015-01-23;2015-01-23;;;France;Lille;Université Charles-de-Gaulle Lille III;NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2015-01-09;2015-01-09;;;France;Paris;Université de Chicago à Paris et Paris/Ouest;NULL;L&L;Département de Langues et Lettres;LTC
2015-01-21;2015-01-24;;;France;Bordeaux;;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-01-29;2015-01-30;;;France;Lille;Université de Lille;NULL;L&L;Département de Langues et Lettres;LTC
2015-01-18;2015-01-20;;;Allemagne;Berlin;Freie Universität Berlin;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2014-06-03;2014-06-08;;;Chine;Pékin;Communication University of China;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2015-01-18;2015-01-25;;;France;Montpellier;Université de Montpellier;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-01-20;2015-03-20;;;Bénin;Malanville;Université d'Abomey-Calavi, Département du Patrimoine Culturel;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-02-11;2015-02-13;;;France;Poitiers;Centre d'Etudes Supérieures de Civilisation Médiévale / Université de Poitiers;NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2015-01-18;2015-01-26;;;Burundi;Bujumbura;Université nationale du Burundi;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2015-01-18;2015-01-29;;;Burundi;Bujumbura;Panos Grands Lacs;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2015-01-18;2015-01-29;;;Canada;Montréal-Québec;UQAM, MontréalUDM, MontréalUniversité Laval, Québec;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2015-02-04;2015-02-06;;;espagne;barcelone;U. Barcelone;NULL;L&L;Département de Langues et Lettres;LTC
2015-03-18;2015-03-22;;;France;Mayotte;U. Mayotte;NULL;L&L;Département de Langues et Lettres;LTC
2015-01-26;2015-01-27;;;Angleterre;Londres;University of London School of Advanced Studies;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2015-03-17;2015-04-02;;;Japon;Kyoto;Université de Kyoto;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2015-03-12;2015-03-13;;;France;Paris;Université de la Sorbonne;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2015-02-03;2015-02-08;;;france;tours;Centre d'Etudes Supérieures de la Renaissance;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-03-14;2015-03-23;;;Cuba;La Havane;Université de La Havane;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-05-08;2015-05-17;;;Philippines;Manille;Université Sao Tomas;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-06-10;2015-06-14;;;Grèce;Athènes;National and Kapodistrian University of Athens;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-04-03;2015-04-17;;;Japon;Tokyo;FIDH;NULL;L&L;Département de Langues et Lettres;LTC
2015-04-03;2015-04-17;;;Japon;Tokyo;FIDH;NULL;L&L;Département de Langues et Lettres;LTC
2015-08-01;2015-08-06;;;Italie;Venise;Biennale de Venise;NULL;L&L;Département de Langues et Lettres;LTC
2015-02-23;2015-02-24;;;France;Clermont-Ferrand;Université Blaise-Pascal Clermont-Ferrand;NULL;L&L;Département de Langues et Lettres;LTC
2015-04-21;2015-05-06;;;Espagne;Málaga;Université de Málaga - Departamento de Filología Española II y Teoría de la Literatura;NULL;L&L;Département de Langues et Lettres;LTC
2015-02-17;2015-02-17;;;Pays-Bas;Leiden;Universiteit Leiden;NULL;L&L;Département de Langues et Lettres;LTC
2015-02-09;2015-03-09;;;Bénin;;Université d'Abomey-Calavi;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-02-05;2015-02-05;;;Belgique;Mons;;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-02-14;2015-02-22;;;Egypte;Alexandrie;Université francophone Senghor+ con férence University of Alexandria Faculty of Arts;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-03-18;2015-03-20;;;Suède;Lund;Lund University;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2015-03-30;2015-04-02;;;Égypte;Le Caire;Deutsches Archäologisches Institut Kairo;NULL;L&L;Département de Langues et Lettres;LTC
2015-06-17;2015-06-20;;;Portugal;Lisbonne;Universidade Católica Portuguesa;NULL;L&L;Département de Langues et Lettres;LTC
2015-04-26;2015-05-01;;;Russie;Saint-Pétersbourg;L'Institut de la littérature auprès de l'Académie des sciences de la FR;NULL;L&L;Département de Langues et Lettres;LTC
2015-02-16;2015-02-17;;;Angleterre;Londres;;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2015-02-08;2015-02-12;;;France;Paris;UNESCO;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2015-02-01;2015-02-16;;;france;Tours;Centre d'études supérieures de la Renaissance;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-02-18;2015-02-21;;;Belgique;Mons;;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2015-03-12;2015-03-15;;;France;Poitiers;Université de Poitiers, Centre d'Etudes Supérieures de Civilisation Médiévale;NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2015-03-28;2015-04-16;;;Espagne;Seville;Universidad de Sevilla et Escuela de Estudios Hispanoamericanos (CSIC);NULL;L&L;Département de Langues et Lettres;LTC
